college_name,college_details_link,college_city_name,college_address,subject1,subject1_link,subject2,subject2_link,subject3,subject3_link,subject4,subject4_link,college_review_link,write_review_link,college_course_list_link,college_contact_detail_link,college_city_latitude,college_city_longitude,college_address_latitude,college_address_longitude
"Lalit Polytechnic Training Institute (LPTI),",https://www.collegenp.com/college/lalit-polytechnic-training-institute-lpti-lalitpur/,Lalitpur,"Kumaripati, Lalitpur",,,,,,,,,https://www.collegenp.com/college/lalit-polytechnic-training-institute-lpti-lalitpur/#discussion,https://www.collegenp.com/college/lalit-polytechnic-training-institute-lpti-lalitpur/write-review/,https://www.collegenp.com/college/lalit-polytechnic-training-institute-lpti-lalitpur/#course-list,https://www.collegenp.com/college/lalit-polytechnic-training-institute-lpti-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.6705227,85.3207195
"Lalitkala Campus,",https://www.collegenp.com/college/lalitkala-campus-kathmandu/,Kathmandu,"Bhotahiti, Kathmandu",Bachelor of Fine Arts (BFA),https://www.collegenp.com/course/lalitkala-campus-kathmandu-bachelor-of-fine-arts-bfa-bfa/,Master of Arts (MA) in Music,https://www.collegenp.com/course/lalitkala-campus-kathmandu-master-of-arts-ma-in-music-ma/,,,,,https://www.collegenp.com/college/lalitkala-campus-kathmandu/#discussion,https://www.collegenp.com/college/lalitkala-campus-kathmandu/write-review/,https://www.collegenp.com/college/lalitkala-campus-kathmandu/#course-list,https://www.collegenp.com/college/lalitkala-campus-kathmandu/#contact-detail,27.708317,85.3205817,27.7072511,85.3132101
"Lalitpur Engineering College (LEC),",https://www.collegenp.com/college/lalitpur-engineering-college-lec-lalitpur/,Lalitpur,"Patan, Lalitpur",Bachelor of Civil Engineering,https://www.collegenp.com/course/lalitpur-engineering-college-lec-lalitpur-bachelor-of-civil-engineering-be/,Bachelor of Computer Engineering,https://www.collegenp.com/course/lalitpur-engineering-college-lec-lalitpur-bachelor-of-computer-engineering-bce/,Bachelor of Computer Application (BCA),https://www.collegenp.com/course/lalitpur-engineering-college-lec-lalitpur-bachelor-of-computer-application-bca-bca/,,,https://www.collegenp.com/college/lalitpur-engineering-college-lec-lalitpur/#discussion,https://www.collegenp.com/college/lalitpur-engineering-college-lec-lalitpur/write-review/,https://www.collegenp.com/college/lalitpur-engineering-college-lec-lalitpur/#course-list,https://www.collegenp.com/college/lalitpur-engineering-college-lec-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.6767339,85.316805
"Lamatola Secondary School,",https://www.collegenp.com/college/lamatola-secondary-school-bajhang/,Bajhang,"Lamatola, Bajhang",Ten Plus Two Education,https://www.collegenp.com/course/lamatola-secondary-school-bajhang-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/lamatola-secondary-school-bajhang/#discussion,https://www.collegenp.com/college/lamatola-secondary-school-bajhang/write-review/,https://www.collegenp.com/college/lamatola-secondary-school-bajhang/#course-list,https://www.collegenp.com/college/lamatola-secondary-school-bajhang/#contact-detail,29.72199625,81.24607266819797,29.47393425,81.15060421894873
"Lamjung Campus,",https://www.collegenp.com/college/lamjung-campus-lamjung/,Lamjung,"Sundar Bazar, Lamjung",Bachelor of Science (B.Sc) in Agriculture,https://www.collegenp.com/course/lamjung-campus-lamjung-bachelor-of-science-bsc-in-agriculture-bscag/,,,,,,,https://www.collegenp.com/college/lamjung-campus-lamjung/#discussion,https://www.collegenp.com/college/lamjung-campus-lamjung/write-review/,https://www.collegenp.com/college/lamjung-campus-lamjung/#course-list,https://www.collegenp.com/college/lamjung-campus-lamjung/#contact-detail,28.28755975,84.41894411375014,28.1280713,84.4111275
"Lamki Multiple Campus,",https://www.collegenp.com/college/lamki-multiple-campus-kailali/,Kailali,"Lamki, Kailali",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/lamki-multiple-campus-kailali-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/lamki-multiple-campus-kailali-bachelor-of-education-bed-bed/,Bachelor of Arts (BA),https://www.collegenp.com/course/lamki-multiple-campus-kailali-bachelor-of-arts-ba-ba/,,,https://www.collegenp.com/college/lamki-multiple-campus-kailali/#discussion,https://www.collegenp.com/college/lamki-multiple-campus-kailali/write-review/,https://www.collegenp.com/college/lamki-multiple-campus-kailali/#course-list,https://www.collegenp.com/college/lamki-multiple-campus-kailali/#contact-detail,28.73152495,80.9036982731563,28.6595059,81.15261014721665
"Latinath Campus,",https://www.collegenp.com/college/latinath-campus-darchula/,Darchula,"Latinath, Darchula",Bachelor of Education (B.Ed),https://www.collegenp.com/course/latinath-campus-darchula-bachelor-of-education-bed-bed/,,,,,,,https://www.collegenp.com/college/latinath-campus-darchula/#discussion,https://www.collegenp.com/college/latinath-campus-darchula/write-review/,https://www.collegenp.com/college/latinath-campus-darchula/#course-list,https://www.collegenp.com/college/latinath-campus-darchula/#contact-detail,29.91273325,80.7937158648594,29.7166354,80.75430410874165
"Latinath Secondary School, Khar Marma,",https://www.collegenp.com/college/latinath-secondary-school-khar-marma-darchula/,Darchula,"Khar Marma, Darchula",Ten Plus Two Education,https://www.collegenp.com/course/latinath-secondary-school-khar-marma-darchula-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/latinath-secondary-school-khar-marma-darchula/#discussion,https://www.collegenp.com/college/latinath-secondary-school-khar-marma-darchula/write-review/,https://www.collegenp.com/college/latinath-secondary-school-khar-marma-darchula/#course-list,https://www.collegenp.com/college/latinath-secondary-school-khar-marma-darchula/#contact-detail,29.91273325,80.7937158648594,27.66490635,85.3293451574824
"Latinath Secondary School, Latinath, Darchula,",https://www.collegenp.com/college/latinath-secondary-school-darchula/,Darchula,"Latinath, Darchula",Diploma in Agriculture (Plant Science),https://www.collegenp.com/course/latinath-secondary-school-darchula-diploma-in-agriculture-plant-science-diploma-in-agriculture/,Diploma in Agriculture (Veterinary Science),https://www.collegenp.com/course/latinath-secondary-school-darchula-diploma-in-agriculture-veterinary-science-diploma-in-agricultur/,JTA-Plant Science,https://www.collegenp.com/course/latinath-secondary-school-darchula-jta-plant-science-jta/,Pre-Diploma in Civil Engineering (Civil Sub-Overseer),https://www.collegenp.com/course/latinath-secondary-school-darchula-pre-diploma-in-civil-engineering-civil-sub-overseer-sub-oversee/,https://www.collegenp.com/college/latinath-secondary-school-darchula/#discussion,https://www.collegenp.com/college/latinath-secondary-school-darchula/write-review/,https://www.collegenp.com/college/latinath-secondary-school-darchula/#course-list,https://www.collegenp.com/college/latinath-secondary-school-darchula/#contact-detail,29.91273325,80.7937158648594,29.7166354,80.75430410874165
"Laxmi Adarsha Multiple Campus,",https://www.collegenp.com/college/laxmi-adarsha-multiple-campus-pokhara/,Pokhara,"Lekhnath, Pokhara",Bachelor of Education (B.Ed),https://www.collegenp.com/course/laxmi-adarsha-multiple-campus-pokhara-bachelor-of-education-bed-bed/,,,,,,,https://www.collegenp.com/college/laxmi-adarsha-multiple-campus-pokhara/#discussion,https://www.collegenp.com/college/laxmi-adarsha-multiple-campus-pokhara/write-review/,https://www.collegenp.com/college/laxmi-adarsha-multiple-campus-pokhara/#course-list,https://www.collegenp.com/college/laxmi-adarsha-multiple-campus-pokhara/#contact-detail,28.209538,83.991402,28.163657,84.0578091
"Laxmi Campus,",https://www.collegenp.com/college/laxmi-campus-jhapa/,Jhapa,"Baniyani, Jhapa",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/laxmi-campus-jhapa-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/laxmi-campus-jhapa-bachelor-of-education-bed-bed/,,,,,https://www.collegenp.com/college/laxmi-campus-jhapa/#discussion,https://www.collegenp.com/college/laxmi-campus-jhapa/write-review/,https://www.collegenp.com/college/laxmi-campus-jhapa/#course-list,https://www.collegenp.com/college/laxmi-campus-jhapa/#contact-detail,26.5837354,87.88570103314731,26.43952905,88.0447631508223
"Laxmi Prapti Secondary School,",https://www.collegenp.com/college/laxmi-prapti-secondary-school-jajarkot/,Jajarkot,"Khurpa, Jajarkot",Ten Plus Two Education,https://www.collegenp.com/course/laxmi-prapti-secondary-school-jajarkot-ten-plus-two-education-2-education/,Ten Plus Two Humanities,https://www.collegenp.com/course/laxmi-prapti-secondary-school-jajarkot-ten-plus-two-humanities-2-humanities/,,,,,https://www.collegenp.com/college/laxmi-prapti-secondary-school-jajarkot/#discussion,https://www.collegenp.com/college/laxmi-prapti-secondary-school-jajarkot/write-review/,https://www.collegenp.com/college/laxmi-prapti-secondary-school-jajarkot/#course-list,https://www.collegenp.com/college/laxmi-prapti-secondary-school-jajarkot/#contact-detail,28.86983585,82.16855078927185,27.66490635,85.3293451574824
"Laxmi Samudaik Multiple Campus,",https://www.collegenp.com/college/laxmi-samudaik-multiple-campus-banke/,Banke,"Kanchanapur, Banke",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/laxmi-samudaik-multiple-campus-banke-bachelor-of-business-studies-bbs-bbs/,,,,,,,https://www.collegenp.com/college/laxmi-samudaik-multiple-campus-banke/#discussion,https://www.collegenp.com/college/laxmi-samudaik-multiple-campus-banke/write-review/,https://www.collegenp.com/college/laxmi-samudaik-multiple-campus-banke/#course-list,https://www.collegenp.com/college/laxmi-samudaik-multiple-campus-banke/#contact-detail,28.0960951,81.7714408432148,28.1332522,81.93158957122208
"Laxmi Secondary School Jhapa,",https://www.collegenp.com/college/laxmi-secondary-school-jhapa-jhapa/,Jhapa,"Baniyani, Jhapa",Ten Plus Two in Management,https://www.collegenp.com/course/laxmi-secondary-school-jhapa-jhapa-ten-plus-two-in-management-2-management/,Ten Plus Two in Humanities,https://www.collegenp.com/course/laxmi-secondary-school-jhapa-jhapa-ten-plus-two-in-humanities-2-humanities/,,,,,https://www.collegenp.com/college/laxmi-secondary-school-jhapa-jhapa/#discussion,https://www.collegenp.com/college/laxmi-secondary-school-jhapa-jhapa/write-review/,https://www.collegenp.com/college/laxmi-secondary-school-jhapa-jhapa/#course-list,https://www.collegenp.com/college/laxmi-secondary-school-jhapa-jhapa/#contact-detail,26.5837354,87.88570103314731,26.43952905,88.0447631508223
"Laxmi Secondary School Kailali,",https://www.collegenp.com/college/laxmi-secondary-school-kailali-kailali/,Kailali,"Prithvipur, Kailali",,,,,,,,,https://www.collegenp.com/college/laxmi-secondary-school-kailali-kailali/#discussion,https://www.collegenp.com/college/laxmi-secondary-school-kailali-kailali/write-review/,https://www.collegenp.com/college/laxmi-secondary-school-kailali-kailali/#course-list,https://www.collegenp.com/college/laxmi-secondary-school-kailali-kailali/#contact-detail,28.73152495,80.9036982731563,27.66490635,85.3293451574824
"Laxmi Secondary School Kanchanpur,",https://www.collegenp.com/college/laxmi-secondary-school-kanchanpur-kanchanpur/,Kanchanpur,"Dodhara, Kanchanpur",,,,,,,,,https://www.collegenp.com/college/laxmi-secondary-school-kanchanpur-kanchanpur/#discussion,https://www.collegenp.com/college/laxmi-secondary-school-kanchanpur-kanchanpur/write-review/,https://www.collegenp.com/college/laxmi-secondary-school-kanchanpur-kanchanpur/#course-list,https://www.collegenp.com/college/laxmi-secondary-school-kanchanpur-kanchanpur/#contact-detail,20.50930435,76.70116940269745,28.8585716,80.08394554888206
"Laxmi Secondary School Salyan,",https://www.collegenp.com/college/laxmi-secondary-school-salyan-salyan/,Salyan,"Syanikhal, Salyan",Ten Plus Two Education,https://www.collegenp.com/course/laxmi-secondary-school-salyan-salyan-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/laxmi-secondary-school-salyan-salyan/#discussion,https://www.collegenp.com/college/laxmi-secondary-school-salyan-salyan/write-review/,https://www.collegenp.com/college/laxmi-secondary-school-salyan-salyan/#course-list,https://www.collegenp.com/college/laxmi-secondary-school-salyan-salyan/#contact-detail,39.65241015,49.10843813070336,28.376399,82.23901360605353
"Laxmi Secondary School, Baglung,",https://www.collegenp.com/college/laxmi-secondary-school-baglung/,Baglung,"Dhamja, Baglung",Ten Plus Two in Education,https://www.collegenp.com/course/laxmi-secondary-school-baglung-ten-plus-two-in-education-2-education/,Ten Plus Two in Humanities,https://www.collegenp.com/course/laxmi-secondary-school-baglung-ten-plus-two-in-humanities-2-humanities/,,,,,https://www.collegenp.com/college/laxmi-secondary-school-baglung/#discussion,https://www.collegenp.com/college/laxmi-secondary-school-baglung/write-review/,https://www.collegenp.com/college/laxmi-secondary-school-baglung/#course-list,https://www.collegenp.com/college/laxmi-secondary-school-baglung/#contact-detail,28.3563353,83.14253600515775,28.30271425,83.49595461103317
"Laxmi Secondary School, Gorkha,",https://www.collegenp.com/college/laxmi-secondary-school-gorkha/,Gorkha,"Gaikhur, Gorkha",Ten Plus Two in Management,https://www.collegenp.com/course/laxmi-secondary-school-gorkha-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/laxmi-secondary-school-gorkha-ten-plus-two-in-education-2-education/,,,,,https://www.collegenp.com/college/laxmi-secondary-school-gorkha/#discussion,https://www.collegenp.com/college/laxmi-secondary-school-gorkha/write-review/,https://www.collegenp.com/college/laxmi-secondary-school-gorkha/#course-list,https://www.collegenp.com/college/laxmi-secondary-school-gorkha/#contact-detail,28.2708368,84.84075830956277,28.0167831,84.48705670504509
"Laxmi Secondary School, Kohalpur,",https://www.collegenp.com/college/laxmi-secondary-school-kohalpur-banke/,Banke,"Kohalpur, Banke",Ten Plus Two in Management,https://www.collegenp.com/course/laxmi-secondary-school-kohalpur-banke-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/laxmi-secondary-school-kohalpur-banke-ten-plus-two-in-education-2-education/,Ten Plus Two in Sports Science,https://www.collegenp.com/course/laxmi-secondary-school-kohalpur-banke-ten-plus-two-in-sports-science-2-education/,Ten Plus Two in Humanities,https://www.collegenp.com/course/laxmi-secondary-school-kohalpur-banke-ten-plus-two-in-humanities-2-humanities/,https://www.collegenp.com/college/laxmi-secondary-school-kohalpur-banke/#discussion,https://www.collegenp.com/college/laxmi-secondary-school-kohalpur-banke/write-review/,https://www.collegenp.com/college/laxmi-secondary-school-kohalpur-banke/#course-list,https://www.collegenp.com/college/laxmi-secondary-school-kohalpur-banke/#contact-detail,28.0960951,81.7714408432148,28.21795455,81.72892362336378
"Laxmi Secondary School, Thumpokhara, Syangja,",https://www.collegenp.com/college/laxmi-secondary-school-syangja/,Syangja,"Thumpokhara, Syangja",Ten Plus Two in Management,https://www.collegenp.com/course/laxmi-secondary-school-syangja-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/laxmi-secondary-school-syangja-ten-plus-two-in-education-2-education/,,,,,https://www.collegenp.com/college/laxmi-secondary-school-syangja/#discussion,https://www.collegenp.com/college/laxmi-secondary-school-syangja/write-review/,https://www.collegenp.com/college/laxmi-secondary-school-syangja/#course-list,https://www.collegenp.com/college/laxmi-secondary-school-syangja/#contact-detail,28.0445533,83.82766996387215,27.9841462,83.7232213
"Lek Lupud Secondary School,",https://www.collegenp.com/college/lek-lupud-secondary-school-baitadi/,Baitadi,"Shivaling, Baitadi",,,,,,,,,https://www.collegenp.com/college/lek-lupud-secondary-school-baitadi/#discussion,https://www.collegenp.com/college/lek-lupud-secondary-school-baitadi/write-review/,https://www.collegenp.com/college/lek-lupud-secondary-school-baitadi/#course-list,https://www.collegenp.com/college/lek-lupud-secondary-school-baitadi/#contact-detail,29.5086945,80.55856659488589,29.4632736,80.82333261301868
"Lekhani Secondary School,",https://www.collegenp.com/college/lekhani-secondary-school/,Baglung,"Lekhani, Baglung",Ten Plus Two in Humanities,https://www.collegenp.com/course/lekhani-secondary-school-ten-plus-two-in-humanities-2-humanities/,Ten Plus Two in Education,https://www.collegenp.com/course/lekhani-secondary-school-ten-plus-two-in-education-2-education/,,,,,https://www.collegenp.com/college/lekhani-secondary-school/#discussion,https://www.collegenp.com/college/lekhani-secondary-school/write-review/,https://www.collegenp.com/college/lekhani-secondary-school/#course-list,https://www.collegenp.com/college/lekhani-secondary-school/#contact-detail,28.3563353,83.14253600515775,28.2270702,83.50898162057135
"Letang Multiple Campus,",https://www.collegenp.com/college/letang-multiple-campus-morang/,Morang,"Letang, Morang",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/letang-multiple-campus-morang-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/letang-multiple-campus-morang-bachelor-of-education-bed-bed/,,,,,https://www.collegenp.com/college/letang-multiple-campus-morang/#discussion,https://www.collegenp.com/college/letang-multiple-campus-morang/write-review/,https://www.collegenp.com/college/letang-multiple-campus-morang/#course-list,https://www.collegenp.com/college/letang-multiple-campus-morang/#contact-detail,26.610518650000003,87.47285110888922,26.765027600000003,87.50136711844803
"Liberty College ,",https://www.collegenp.com/college/liberty-college-kathmandu/,Kathmandu,"Anamnagar, Kathmandu",Bachelor of Business Administration (BBA),https://www.collegenp.com/course/liberty-college-kathmandu-bachelor-of-business-administration-bba-bba/,Bachelor of Hotel Management (BHM),https://www.collegenp.com/course/liberty-college-kathmandu-bachelor-of-hotel-management-bhm-bhm/,,,,,https://www.collegenp.com/college/liberty-college-kathmandu/#discussion,https://www.collegenp.com/college/liberty-college-kathmandu/write-review/,https://www.collegenp.com/college/liberty-college-kathmandu/#course-list,https://www.collegenp.com/college/liberty-college-kathmandu/#contact-detail,27.708317,85.3205817,27.6928394,85.32842753971141
