college_name,college_details_link,college_city_name,college_address,subject1,subject1_link,subject2,subject2_link,subject3,subject3_link,subject4,subject4_link,college_review_link,write_review_link,college_course_list_link,college_contact_detail_link,college_city_latitude,college_city_longitude,college_address_latitude,college_address_longitude
"Damauli College of Higher Studies,",https://www.collegenp.com/college/damauli-college-of-higher-studies-tanahun/,Tanahun,"Damauli, Tanahun",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/damauli-college-of-higher-studies-tanahun-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/damauli-college-of-higher-studies-tanahun-bachelor-of-education-bed-bed/,Ten Plus Two (+2) Management,https://www.collegenp.com/course/damauli-college-of-higher-studies-tanahun-ten-plus-two-2-management-2-management/,Ten Plus Two (+2) Humanities,https://www.collegenp.com/course/damauli-college-of-higher-studies-tanahun-ten-plus-two-2-humanities-2-humanities/,https://www.collegenp.com/college/damauli-college-of-higher-studies-tanahun/#discussion,https://www.collegenp.com/college/damauli-college-of-higher-studies-tanahun/write-review/,https://www.collegenp.com/college/damauli-college-of-higher-studies-tanahun/#course-list,https://www.collegenp.com/college/damauli-college-of-higher-studies-tanahun/#contact-detail,27.93550785,84.22364600336068,27.9708517,84.2682642
"Damauli Secondary School,",https://www.collegenp.com/college/damauli-secondary-school/,Tanahun,"Damauli, Tanahun",Ten Plus Two in Management,https://www.collegenp.com/course/damauli-secondary-school-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/damauli-secondary-school-ten-plus-two-in-education-2-education/,,,,,https://www.collegenp.com/college/damauli-secondary-school/#discussion,https://www.collegenp.com/college/damauli-secondary-school/write-review/,https://www.collegenp.com/college/damauli-secondary-school/#course-list,https://www.collegenp.com/college/damauli-secondary-school/#contact-detail,27.93550785,84.22364600336068,27.9708517,84.2682642
"Dandagaun Secondary School,",https://www.collegenp.com/college/dandagaun-secondary-school/,Rasuwa,"Dandagaun, Rasuwa",Ten Plus Two in Humanities,https://www.collegenp.com/course/dandagaun-secondary-school-ten-plus-two-in-humanities-2-humanities/,Ten Plus Two in Education,https://www.collegenp.com/course/dandagaun-secondary-school-ten-plus-two-in-education-2-education/,,,,,https://www.collegenp.com/college/dandagaun-secondary-school/#discussion,https://www.collegenp.com/college/dandagaun-secondary-school/write-review/,https://www.collegenp.com/college/dandagaun-secondary-school/#course-list,https://www.collegenp.com/college/dandagaun-secondary-school/#contact-detail,28.1753591,85.4776024576221,28.0559857,85.2075964
"Daneshwar Nagarjun Secondary School,",https://www.collegenp.com/college/daneshwar-nagarjun-secondary-school-baitadi/,Baitadi,"Ratamata, Baitadi",,,,,,,,,https://www.collegenp.com/college/daneshwar-nagarjun-secondary-school-baitadi/#discussion,https://www.collegenp.com/college/daneshwar-nagarjun-secondary-school-baitadi/write-review/,https://www.collegenp.com/college/daneshwar-nagarjun-secondary-school-baitadi/#course-list,https://www.collegenp.com/college/daneshwar-nagarjun-secondary-school-baitadi/#contact-detail,29.5086945,80.55856659488589,29.5523706,80.356477
"Daneshwor Secondary School,",https://www.collegenp.com/college/daneshwor-secondary-school-baitadi/,Baitadi,"Barakot, Baitadi",,,,,,,,,https://www.collegenp.com/college/daneshwor-secondary-school-baitadi/#discussion,https://www.collegenp.com/college/daneshwor-secondary-school-baitadi/write-review/,https://www.collegenp.com/college/daneshwor-secondary-school-baitadi/#course-list,https://www.collegenp.com/college/daneshwor-secondary-school-baitadi/#contact-detail,29.5086945,80.55856659488589,27.66490635,85.3293451574824
"Dang CMA Training Center,",https://www.collegenp.com/college/dang-cma-training-center-dang/,Dang,"Ghorahi, Dang",,,,,,,,,https://www.collegenp.com/college/dang-cma-training-center-dang/#discussion,https://www.collegenp.com/college/dang-cma-training-center-dang/write-review/,https://www.collegenp.com/college/dang-cma-training-center-dang/#course-list,https://www.collegenp.com/college/dang-cma-training-center-dang/#contact-detail,23.3780516,110.910308,28.02543695,82.46430244344927
"Dang Polytechnic Institute,",https://www.collegenp.com/college/dang-polytechnic-institute-dang/,Dang,"Tulsipur, Dang",Pre-Diploma in Civil Engineering (Civil Sub-Overseer),https://www.collegenp.com/course/dang-polytechnic-institute-dang-pre-diploma-in-civil-engineering-civil-sub-overseer-sub-overseer/,Veterinary JTA,https://www.collegenp.com/course/dang-polytechnic-institute-dang-veterinary-jta-jta/,,,,,https://www.collegenp.com/college/dang-polytechnic-institute-dang/#discussion,https://www.collegenp.com/college/dang-polytechnic-institute-dang/write-review/,https://www.collegenp.com/college/dang-polytechnic-institute-dang/#course-list,https://www.collegenp.com/college/dang-polytechnic-institute-dang/#contact-detail,23.3780516,110.910308,28.10627885,82.31895613569378
"Dang Technical Institute,",https://www.collegenp.com/college/dang-technical-institute-dang/,Dang,"Tulsipur, Dang",TSLC in Medical Lab Technology (Lab Assistant),https://www.collegenp.com/course/dang-technical-institute-dang-tslc-in-medical-lab-technology-lab-assistant-lab-asistant/,,,,,,,https://www.collegenp.com/college/dang-technical-institute-dang/#discussion,https://www.collegenp.com/college/dang-technical-institute-dang/write-review/,https://www.collegenp.com/college/dang-technical-institute-dang/#course-list,https://www.collegenp.com/college/dang-technical-institute-dang/#contact-detail,23.3780516,110.910308,28.10627885,82.31895613569378
"Dang Valley College,",https://www.collegenp.com/college/dang-valley-college-dang/,Dang,"Ghorahi, Dang",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dang-valley-college-dang-bachelor-of-business-studies-bbs-bbs/,,,,,,,https://www.collegenp.com/college/dang-valley-college-dang/#discussion,https://www.collegenp.com/college/dang-valley-college-dang/write-review/,https://www.collegenp.com/college/dang-valley-college-dang/#course-list,https://www.collegenp.com/college/dang-valley-college-dang/#contact-detail,23.3780516,110.910308,28.02543695,82.46430244344927
"Dang Valley Secondary School,",https://www.collegenp.com/college/dang-valley-secondary-school-dang/,Dang,"Tulsipur, Dang",Ten Plus Two in Management,https://www.collegenp.com/course/dang-valley-secondary-school-dang-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/dang-valley-secondary-school-dang-ten-plus-two-in-education-2-education/,Ten Plus Two in Humanities,https://www.collegenp.com/course/dang-valley-secondary-school-dang-ten-plus-two-in-humanities-2-humanities/,Ten Plus Two in Science,https://www.collegenp.com/course/dang-valley-secondary-school-dang-ten-plus-two-in-science-2-science/,https://www.collegenp.com/college/dang-valley-secondary-school-dang/#discussion,https://www.collegenp.com/college/dang-valley-secondary-school-dang/write-review/,https://www.collegenp.com/college/dang-valley-secondary-school-dang/#course-list,https://www.collegenp.com/college/dang-valley-secondary-school-dang/#contact-detail,23.3780516,110.910308,28.10627885,82.31895613569378
"Dapcha Krishna Multiple Campus,",https://www.collegenp.com/college/dapcha-krishna-multiple-campus-kavre/,Kavre,"Dapcha, Kavre",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dapcha-krishna-multiple-campus-kavre-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/dapcha-krishna-multiple-campus-kavre-bachelor-of-education-bed-bed/,,,,,https://www.collegenp.com/college/dapcha-krishna-multiple-campus-kavre/#discussion,https://www.collegenp.com/college/dapcha-krishna-multiple-campus-kavre/write-review/,https://www.collegenp.com/college/dapcha-krishna-multiple-campus-kavre/#course-list,https://www.collegenp.com/college/dapcha-krishna-multiple-campus-kavre/#contact-detail,28.0301754,83.7116467,27.66490635,85.3293451574824
"Darakha Secondary School,",https://www.collegenp.com/college/darakha-secondary-school-kailali/,Kailali,"Harinagar, Kailali",,,,,,,,,https://www.collegenp.com/college/darakha-secondary-school-kailali/#discussion,https://www.collegenp.com/college/darakha-secondary-school-kailali/write-review/,https://www.collegenp.com/college/darakha-secondary-school-kailali/#course-list,https://www.collegenp.com/college/darakha-secondary-school-kailali/#contact-detail,28.73152495,80.9036982731563,27.66490635,85.3293451574824
"Daraun Secondary School,",https://www.collegenp.com/college/daraun-secondary-school/,Syangja,"Daraun, Syangja",Ten Plus Two in Education,https://www.collegenp.com/course/daraun-secondary-school-ten-plus-two-in-education-2-education/,Ten Plus Two in Management,https://www.collegenp.com/course/daraun-secondary-school-ten-plus-two-in-management-2-management/,,,,,https://www.collegenp.com/college/daraun-secondary-school/#discussion,https://www.collegenp.com/college/daraun-secondary-school/write-review/,https://www.collegenp.com/college/daraun-secondary-school/#course-list,https://www.collegenp.com/college/daraun-secondary-school/#contact-detail,28.0445533,83.82766996387215,28.1049094,83.7885093
"Darbar Secondary School,",https://www.collegenp.com/college/darbar-secondary-school/,Gorkha,"Arupokhari, Gorkha",Ten Plus Two in Education,https://www.collegenp.com/course/darbar-secondary-school-ten-plus-two-in-education-2-education/,,,,,,,https://www.collegenp.com/college/darbar-secondary-school/#discussion,https://www.collegenp.com/college/darbar-secondary-school/write-review/,https://www.collegenp.com/college/darbar-secondary-school/#course-list,https://www.collegenp.com/college/darbar-secondary-school/#contact-detail,28.2708368,84.84075830956277,28.0614977,84.7759383
"Darchha Campus,",https://www.collegenp.com/college/darchha-campus-palpa/,Palpa,"Darchha, Palpa",Bachelor of Education (B.Ed),https://www.collegenp.com/course/darchha-campus-palpa-bachelor-of-education-bed-bed/,,,,,,,https://www.collegenp.com/college/darchha-campus-palpa/#discussion,https://www.collegenp.com/college/darchha-campus-palpa/write-review/,https://www.collegenp.com/college/darchha-campus-palpa/#course-list,https://www.collegenp.com/college/darchha-campus-palpa/#contact-detail,-14.3514852,-75.1707869,27.852997,83.926636
"Dasharath Chand Secondary School,",https://www.collegenp.com/college/dasharath-chand-secondary-school-baitadi/,Baitadi,"Sunderkhali, Baitadi",,,,,,,,,https://www.collegenp.com/college/dasharath-chand-secondary-school-baitadi/#discussion,https://www.collegenp.com/college/dasharath-chand-secondary-school-baitadi/write-review/,https://www.collegenp.com/college/dasharath-chand-secondary-school-baitadi/#course-list,https://www.collegenp.com/college/dasharath-chand-secondary-school-baitadi/#contact-detail,29.5086945,80.55856659488589,27.66490635,85.3293451574824
"Dasharath Secondary School,",https://www.collegenp.com/college/dasharath-secondary-school-kailali/,Kailali,"Sandepani, Kailali",,,,,,,,,https://www.collegenp.com/college/dasharath-secondary-school-kailali/#discussion,https://www.collegenp.com/college/dasharath-secondary-school-kailali/write-review/,https://www.collegenp.com/college/dasharath-secondary-school-kailali/#course-list,https://www.collegenp.com/college/dasharath-secondary-school-kailali/#contact-detail,28.73152495,80.9036982731563,27.66490635,85.3293451574824
"Dashrath Secondary School,",https://www.collegenp.com/college/dashrath-secondary-school-bajura/,Bajura,"Aatichaur, Bajura",Ten Plus Two Education,https://www.collegenp.com/course/dashrath-secondary-school-bajura-ten-plus-two-education-2-education/,Ten Plus Two Humanities,https://www.collegenp.com/course/dashrath-secondary-school-bajura-ten-plus-two-humanities-2-humanities/,,,,,https://www.collegenp.com/college/dashrath-secondary-school-bajura/#discussion,https://www.collegenp.com/college/dashrath-secondary-school-bajura/write-review/,https://www.collegenp.com/college/dashrath-secondary-school-bajura/#course-list,https://www.collegenp.com/college/dashrath-secondary-school-bajura/#contact-detail,48.1980765,26.5392405,27.66490635,85.3293451574824
"Daunedevi Secondary School,",https://www.collegenp.com/college/daunedevi-secondary-school-nawalparasi/,Nawalparasi,"Bardaghat, Nawalparasi",Ten Plus Two (+2) Management,https://www.collegenp.com/course/daunedevi-secondary-school-nawalparasi-ten-plus-two-2-management-2-management/,Ten Plus Two (+2) Humanities,https://www.collegenp.com/course/daunedevi-secondary-school-nawalparasi-ten-plus-two-2-humanities-2-humanities/,Ten Plus Two (+2) Education,https://www.collegenp.com/course/daunedevi-secondary-school-nawalparasi-ten-plus-two-2-education-2-education/,,,https://www.collegenp.com/college/daunedevi-secondary-school-nawalparasi/#discussion,https://www.collegenp.com/college/daunedevi-secondary-school-nawalparasi/write-review/,https://www.collegenp.com/college/daunedevi-secondary-school-nawalparasi/#course-list,https://www.collegenp.com/college/daunedevi-secondary-school-nawalparasi/#contact-detail,27.5056796,83.7683615,27.5534571,83.7950958
"Daunne Devi Health Training Center,",https://www.collegenp.com/college/daunne-devi-health-training-center-nawalparasi/,Nawalparasi,"Daunne, Nawalparasi",,,,,,,,,https://www.collegenp.com/college/daunne-devi-health-training-center-nawalparasi/#discussion,https://www.collegenp.com/college/daunne-devi-health-training-center-nawalparasi/write-review/,https://www.collegenp.com/college/daunne-devi-health-training-center-nawalparasi/#course-list,https://www.collegenp.com/college/daunne-devi-health-training-center-nawalparasi/#contact-detail,27.5056796,83.7683615,27.4831448,83.7843781
"DAV Business School,",https://www.collegenp.com/college/dav-business-school-lalitpur/,Lalitpur,"Jawalakhel, Lalitpur",Master of Business Administration (MBA),https://www.collegenp.com/course/dav-business-school-lalitpur-master-of-business-administration-mba-mba/,,,,,,,https://www.collegenp.com/college/dav-business-school-lalitpur/#discussion,https://www.collegenp.com/college/dav-business-school-lalitpur/write-review/,https://www.collegenp.com/college/dav-business-school-lalitpur/#course-list,https://www.collegenp.com/college/dav-business-school-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.6724402,85.3133757
"DAV College,",https://www.collegenp.com/college/dav-college-lalitpur/,Lalitpur,"Jawalakhel, Lalitpur",Bachelor of Business Administration (BBA),https://www.collegenp.com/course/dav-college-lalitpur-bachelor-of-business-administration-bba-bba/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dav-college-lalitpur-bachelor-of-business-studies-bbs-bbs/,Master of Business Studies (MBS),https://www.collegenp.com/course/dav-college-lalitpur-master-of-business-studies-mbs-mbs/,Bachelor of Science (B.Sc) in Microbiology,https://www.collegenp.com/course/dav-college-lalitpur-bachelor-of-science-bsc-in-microbiology-bsc/,https://www.collegenp.com/college/dav-college-lalitpur/#discussion,https://www.collegenp.com/college/dav-college-lalitpur/write-review/,https://www.collegenp.com/college/dav-college-lalitpur/#course-list,https://www.collegenp.com/college/dav-college-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.6724402,85.3133757
"DAV Institute of Information Technology,",https://www.collegenp.com/college/dav-institute-of-information-technology-lalitpur/,Lalitpur,"Jawalakhel, Lalitpur",Diploma in Information Technology,https://www.collegenp.com/course/dav-institute-of-information-technology-lalitpur-diploma-in-information-technology-diploma/,,,,,,,https://www.collegenp.com/college/dav-institute-of-information-technology-lalitpur/#discussion,https://www.collegenp.com/college/dav-institute-of-information-technology-lalitpur/write-review/,https://www.collegenp.com/college/dav-institute-of-information-technology-lalitpur/#course-list,https://www.collegenp.com/college/dav-institute-of-information-technology-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.6724402,85.3133757
"DAV Sushil Kedia Vishwa Bharati Secondary School,",https://www.collegenp.com/college/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur/,Lalitpur,"Jawalakhel, Lalitpur",CBSE XI Commerce,https://www.collegenp.com/course/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur-cbse-xi-commerce-xi-commerce/,CBSE XI Science,https://www.collegenp.com/course/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur-cbse-xi-science-xi-science/,Ten Plus Two (10+2) Management,https://www.collegenp.com/course/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur-ten-plus-two-102-management-2-manageme/,Ten Plus Two (10+2) Science,https://www.collegenp.com/course/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur-ten-plus-two-102-science-2-science/,https://www.collegenp.com/college/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur/#discussion,https://www.collegenp.com/college/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur/write-review/,https://www.collegenp.com/college/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur/#course-list,https://www.collegenp.com/college/dav-sushil-kedia-vishwa-bharati-secondary-school-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.6724402,85.3133757
"Daya Pipal Tola Secondary School,",https://www.collegenp.com/college/daya-pipal-tola-secondary-school-achham/,Achham,"Lungra, Achham",Pre-Diploma in Civil Engineering (Civil Sub-Overseer),https://www.collegenp.com/course/daya-pipal-tola-secondary-school-achham-pre-diploma-in-civil-engineering-civil-sub-overseer-sub-ov/,,,,,,,https://www.collegenp.com/college/daya-pipal-tola-secondary-school-achham/#discussion,https://www.collegenp.com/college/daya-pipal-tola-secondary-school-achham/write-review/,https://www.collegenp.com/college/daya-pipal-tola-secondary-school-achham/#course-list,https://www.collegenp.com/college/daya-pipal-tola-secondary-school-achham/#contact-detail,29.06648025,81.29348866709032,29.20625525,81.15694072810473
"Dedithumka Public Campus,",https://www.collegenp.com/college/dedithumka-public-campus-kavre/,Kavre,"Mahadevsthan, Kavre",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dedithumka-public-campus-kavre-bachelor-of-business-studies-bbs-bbs/,Bachelor of Arts (BA),https://www.collegenp.com/course/dedithumka-public-campus-kavre-bachelor-of-arts-ba-ba/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/dedithumka-public-campus-kavre-bachelor-of-education-bed-bed/,,,https://www.collegenp.com/college/dedithumka-public-campus-kavre/#discussion,https://www.collegenp.com/college/dedithumka-public-campus-kavre/write-review/,https://www.collegenp.com/college/dedithumka-public-campus-kavre/#course-list,https://www.collegenp.com/college/dedithumka-public-campus-kavre/#contact-detail,28.0301754,83.7116467,27.66490635,85.3293451574824
"Deep Jyoti Nursing Campus,",https://www.collegenp.com/college/deep-jyoti-nursing-campus-dang/,Dang,"Ghorahi, Dang",PCL Nursing (Staff Nurse),https://www.collegenp.com/course/deep-jyoti-nursing-campus-dang-pcl-nursing-staff-nurse-staff-nurse/,,,,,,,https://www.collegenp.com/college/deep-jyoti-nursing-campus-dang/#discussion,https://www.collegenp.com/college/deep-jyoti-nursing-campus-dang/write-review/,https://www.collegenp.com/college/deep-jyoti-nursing-campus-dang/#course-list,https://www.collegenp.com/college/deep-jyoti-nursing-campus-dang/#contact-detail,23.3780516,110.910308,28.02543695,82.46430244344927
"Deep Shikha Secondary School,",https://www.collegenp.com/college/deep-shikha-secondary-school/,Myagdi,"Kuhun, Myagdi",Ten Plus Two in Education,https://www.collegenp.com/course/deep-shikha-secondary-school-ten-plus-two-in-education-2-education/,,,,,,,https://www.collegenp.com/college/deep-shikha-secondary-school/#discussion,https://www.collegenp.com/college/deep-shikha-secondary-school/write-review/,https://www.collegenp.com/college/deep-shikha-secondary-school/#course-list,https://www.collegenp.com/college/deep-shikha-secondary-school/#contact-detail,28.543944250000003,83.4632633008738,28.40721445,83.47604528098489
"Deependra Secondary School Jajarkot,",https://www.collegenp.com/college/deependra-secondary-school-jajarkot-jajarkot/,Jajarkot,"bhur, Jajarkot",Ten Plus Two Education,https://www.collegenp.com/course/deependra-secondary-school-jajarkot-jajarkot-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/deependra-secondary-school-jajarkot-jajarkot/#discussion,https://www.collegenp.com/college/deependra-secondary-school-jajarkot-jajarkot/write-review/,https://www.collegenp.com/college/deependra-secondary-school-jajarkot-jajarkot/#course-list,https://www.collegenp.com/college/deependra-secondary-school-jajarkot-jajarkot/#contact-detail,28.86983585,82.16855078927185,28.65277975,82.1004190912517
"Deependra Secondary School Kailali,",https://www.collegenp.com/college/deependra-secondary-school-kailali-kailali/,Kailali,"Thapalipur, Kailali",,,,,,,,,https://www.collegenp.com/college/deependra-secondary-school-kailali-kailali/#discussion,https://www.collegenp.com/college/deependra-secondary-school-kailali-kailali/write-review/,https://www.collegenp.com/college/deependra-secondary-school-kailali-kailali/#course-list,https://www.collegenp.com/college/deependra-secondary-school-kailali-kailali/#contact-detail,28.73152495,80.9036982731563,27.66490635,85.3293451574824
"Deependra Secondary School, Kailali ,",https://www.collegenp.com/college/deependra-secondary-school-kailali/,Achham,"Thapalipur, Achham",,,,,,,,,https://www.collegenp.com/college/deependra-secondary-school-kailali/#discussion,https://www.collegenp.com/college/deependra-secondary-school-kailali/write-review/,https://www.collegenp.com/college/deependra-secondary-school-kailali/#course-list,https://www.collegenp.com/college/deependra-secondary-school-kailali/#contact-detail,29.06648025,81.29348866709032,27.66490635,85.3293451574824
"Deepshikha College,",https://www.collegenp.com/college/deepshikha-college-dang/,Dang,"Ghorahi, Dang",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/deepshikha-college-dang-bachelor-of-business-studies-bbs-bbs/,Ten Plus Two in Management,https://www.collegenp.com/course/deepshikha-college-dang-ten-plus-two-in-management-2-management/,Ten Plus Two in Science,https://www.collegenp.com/course/deepshikha-college-dang-ten-plus-two-in-science-2-science/,,,https://www.collegenp.com/college/deepshikha-college-dang/#discussion,https://www.collegenp.com/college/deepshikha-college-dang/write-review/,https://www.collegenp.com/college/deepshikha-college-dang/#course-list,https://www.collegenp.com/college/deepshikha-college-dang/#contact-detail,23.3780516,110.910308,28.02543695,82.46430244344927
"Deepshikha Secondary Boarding School,",https://www.collegenp.com/college/deepshikha-secondary-boarding-school-dang/,Dang,"Ghorahi, Dang",Ten Plus Two in Management,https://www.collegenp.com/course/deepshikha-secondary-boarding-school-dang-ten-plus-two-in-management-2-management/,Ten Plus Two in Science,https://www.collegenp.com/course/deepshikha-secondary-boarding-school-dang-ten-plus-two-in-science-2-science/,,,,,https://www.collegenp.com/college/deepshikha-secondary-boarding-school-dang/#discussion,https://www.collegenp.com/college/deepshikha-secondary-boarding-school-dang/write-review/,https://www.collegenp.com/college/deepshikha-secondary-boarding-school-dang/#course-list,https://www.collegenp.com/college/deepshikha-secondary-boarding-school-dang/#contact-detail,23.3780516,110.910308,28.02543695,82.46430244344927
"Deerwalk Institute of Technology - DWIT,",https://www.collegenp.com/college/deerwalk-institute-of-technology-dwit-kathmandu/,Kathmandu,"Sifal, Kathmandu",B.Sc. Computer Science and Information Technology (B.SC. CSIT),https://www.collegenp.com/course/deerwalk-institute-of-technology-dwit-kathmandu-bsc-computer-science-and-information-technology-b/,Bachelor of Computer Application (BCA),https://www.collegenp.com/course/deerwalk-institute-of-technology-dwit-kathmandu-bachelor-of-computer-application-bca-bca/,,,,,https://www.collegenp.com/college/deerwalk-institute-of-technology-dwit-kathmandu/#discussion,https://www.collegenp.com/college/deerwalk-institute-of-technology-dwit-kathmandu/write-review/,https://www.collegenp.com/college/deerwalk-institute-of-technology-dwit-kathmandu/#course-list,https://www.collegenp.com/college/deerwalk-institute-of-technology-dwit-kathmandu/#contact-detail,27.708317,85.3205817,27.71195085,85.34141755580302
"Deerwalk Sifal School,",https://www.collegenp.com/college/deerwalk-sifal-school-kathmandu/,Kathmandu,"Sifal, Kathmandu",Ten Plus Two (+2) Management,https://www.collegenp.com/course/deerwalk-sifal-school-kathmandu-ten-plus-two-2-management-2-management/,Ten Plus Two (+2) Science,https://www.collegenp.com/course/deerwalk-sifal-school-kathmandu-ten-plus-two-2-science-2-science/,,,,,https://www.collegenp.com/college/deerwalk-sifal-school-kathmandu/#discussion,https://www.collegenp.com/college/deerwalk-sifal-school-kathmandu/write-review/,https://www.collegenp.com/college/deerwalk-sifal-school-kathmandu/#course-list,https://www.collegenp.com/college/deerwalk-sifal-school-kathmandu/#contact-detail,27.708317,85.3205817,27.71195085,85.34141755580302
"Department of Conflict, Peace and Development Studies Tribhuvan University,",https://www.collegenp.com/college/department-of-conflict-peace-and-development-studies-tribhuvan-university-kathmandu/,Kathmandu,"Mid Baneshwor, Kathmandu","MA in Conflict, Peace and Development Studies",https://www.collegenp.com/course/department-of-conflict-peace-and-development-studies-tribhuvan-university-kathmandu-ma-in-conflict-/,,,,,,,https://www.collegenp.com/college/department-of-conflict-peace-and-development-studies-tribhuvan-university-kathmandu/#discussion,https://www.collegenp.com/college/department-of-conflict-peace-and-development-studies-tribhuvan-university-kathmandu/write-review/,https://www.collegenp.com/college/department-of-conflict-peace-and-development-studies-tribhuvan-university-kathmandu/#course-list,https://www.collegenp.com/college/department-of-conflict-peace-and-development-studies-tribhuvan-university-kathmandu/#contact-detail,27.708317,85.3205817,27.66490635,85.3293451574824
"Depot Adarsha Multiple Campus,",https://www.collegenp.com/college/depot-adarsha-multiple-campus-sunsari/,Sunsari,"Dharan, Sunsari",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/depot-adarsha-multiple-campus-sunsari-bachelor-of-business-studies-bbs-bbs/,,,,,,,https://www.collegenp.com/college/depot-adarsha-multiple-campus-sunsari/#discussion,https://www.collegenp.com/college/depot-adarsha-multiple-campus-sunsari/write-review/,https://www.collegenp.com/college/depot-adarsha-multiple-campus-sunsari/#course-list,https://www.collegenp.com/college/depot-adarsha-multiple-campus-sunsari/#contact-detail,26.6410141,87.13784837071537,26.8128974,87.2839978
"Depot Secondary School, Dharan,",https://www.collegenp.com/college/depot-secondary-school-sunsari/,Sunsari,"Dharan, Sunsari",Ten Plus Two in Management,https://www.collegenp.com/course/depot-secondary-school-sunsari-ten-plus-two-in-management-2-management/,Ten Plus Two in Science,https://www.collegenp.com/course/depot-secondary-school-sunsari-ten-plus-two-in-science-2-science/,Ten Plus Two in Computer Science,https://www.collegenp.com/course/depot-secondary-school-sunsari-ten-plus-two-in-computer-science-2-management/,,,https://www.collegenp.com/college/depot-secondary-school-sunsari/#discussion,https://www.collegenp.com/college/depot-secondary-school-sunsari/write-review/,https://www.collegenp.com/college/depot-secondary-school-sunsari/#course-list,https://www.collegenp.com/college/depot-secondary-school-sunsari/#contact-detail,26.6410141,87.13784837071537,26.8128974,87.2839978
"Deukhuri Multiple Campus,",https://www.collegenp.com/college/deukhuri-multiple-campus-dang/,Dang,"Lamahi, Dang",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/deukhuri-multiple-campus-dang-bachelor-of-business-studies-bbs-bbs/,Bachelor of Arts (BA),https://www.collegenp.com/course/deukhuri-multiple-campus-dang-bachelor-of-arts-ba-ba/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/deukhuri-multiple-campus-dang-bachelor-of-education-bed-bed/,Master of Education (M.Ed),https://www.collegenp.com/course/deukhuri-multiple-campus-dang-master-of-education-med-med/,https://www.collegenp.com/college/deukhuri-multiple-campus-dang/#discussion,https://www.collegenp.com/college/deukhuri-multiple-campus-dang/write-review/,https://www.collegenp.com/college/deukhuri-multiple-campus-dang/#course-list,https://www.collegenp.com/college/deukhuri-multiple-campus-dang/#contact-detail,23.3780516,110.910308,27.8812747,82.56404987466435
"Deurali Janata Prabidhik Shikshyalaya,",https://www.collegenp.com/college/deurali-janata-prabidhik-shikshyalaya-rupandehi/,Rupandehi,"Butwal, Rupandehi",PCL Nursing (Staff Nurse),https://www.collegenp.com/course/deurali-janata-prabidhik-shikshyalaya-rupandehi-pcl-nursing-staff-nurse-staff-nurse/,,,,,,,https://www.collegenp.com/college/deurali-janata-prabidhik-shikshyalaya-rupandehi/#discussion,https://www.collegenp.com/college/deurali-janata-prabidhik-shikshyalaya-rupandehi/write-review/,https://www.collegenp.com/college/deurali-janata-prabidhik-shikshyalaya-rupandehi/#course-list,https://www.collegenp.com/college/deurali-janata-prabidhik-shikshyalaya-rupandehi/#contact-detail,27.54877355,83.40335273463867,27.6827731,83.44386204928969
"Deurali Secondary School Jumla,",https://www.collegenp.com/college/deurali-secondary-school-jumla-jumla/,Jumla,"Jumlakot, Jumla",Ten Plus Two Education,https://www.collegenp.com/course/deurali-secondary-school-jumla-jumla-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/deurali-secondary-school-jumla-jumla/#discussion,https://www.collegenp.com/college/deurali-secondary-school-jumla-jumla/write-review/,https://www.collegenp.com/college/deurali-secondary-school-jumla-jumla/#course-list,https://www.collegenp.com/college/deurali-secondary-school-jumla-jumla/#contact-detail,29.2388968,82.19799915700634,29.1967975,81.9727217
